Gene;Androgen human and mouse;Estrogen human and mouse and rat;Glucocorticoid human and mouse and rat;Peroxisome proliferator-activated receptor human and mouse and rat;Progesterone receptor human and mouse;RA human and mouse;Thyroid hormone only mouse
TKT;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ATG16L1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PARP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MLLT3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MYO10;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FUNDC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMEM128;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NR2F1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
XIAP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PRDX5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RNF26;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL27;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL21;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UBQLN1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CARM1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MYL12B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NSA2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
R3HDM4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HDGF;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ADH5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TM9SF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL41;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AIFM1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SH2B3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CNIH1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MXRA8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
VAMP3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
OXSR1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NR1H3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
COX5B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
WDR1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CPT1A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DDX5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SRP14;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TRADD;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HSPBAP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SNRPA1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
VCP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
YBX1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NOL12;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Mamdc2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Aimp1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Asb9;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Ndufaf5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Nme2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Tor1aip1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Snrpd2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Stx2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Ndufb7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Pqbp1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Kcnj8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Wfdc1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Wbp1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Nudt8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Med7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Metrnl;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Fastkd2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Usp21;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Wdr83os;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Map2k2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Scand1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Mecr;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Phb;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Sri;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Ercc6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Cabcoco1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Tmem39b;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Shf;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Plxnd1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
Rnpepl1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HSPA8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PXN;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NOL11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PGAM1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CD47;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UBXN6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RIOX1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ATP6V1F;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TOB2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HSP90AB1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PKP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
KCTD6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MTPAP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TCF7L1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SNRPD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NME4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
IQSEC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MPG;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DHPS;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HMGA1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SLC2A8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ECE1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CNPPD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMEM219;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
COX6C;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RRP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TBC1D10A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMEM101;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMUB2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PLEC;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
YWHAG;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DOLPP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TXLNG;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RNPS1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HSPA4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PFKL;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ZHX1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DPP3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NDUFA12;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPS11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DUSP11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPS7;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TYK2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ACVR2A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
COX16;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NUP88;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HSD17B12;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
COMMD9;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CYB5R3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CDC27;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ADD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NAA60;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RB1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RMDN3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MMP3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
POLR3H;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DAZAP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EBAG9;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SPRYD4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NDUFB6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RARS2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ATP6V0C;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HSCB;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CNBP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DGCR6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DEF8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GSS;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UQCRFS1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FCGR2B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MFAP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ARHGAP4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UBA1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RPL11;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UCKL1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
APOOL;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DNAJC4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EDF1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL38;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RNF5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SNRNP27;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
POM121;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
BTF3L4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NDUFAB1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RPP38;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FYN;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
POLR2K;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ALG9;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PEX6;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SLC22A17;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CCL5;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ABCB8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRPL53;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HMGN1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TFEB;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PTPA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RNF25;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EIF4G2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RNGTT;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMCO4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ELOC;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
STAC3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
LMF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DDX39B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HERPUD2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TGOLN2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DPH1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GK;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EIF3C;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TNFRSF1B;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TPCN2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FGG;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RTP4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DUSP19;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
IDUA;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EVI2A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
UBE2I;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ESD;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MAPK14;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ANKRD49;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AFP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EXOSC4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
EMC4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
AFAP1L1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SUMF2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMLHE;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DTD1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ARHGAP22;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
MRI1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DEFB1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
ARF3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HNRNPA1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CLEC14A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FAM136A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PBX4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SPCS1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
NGRN;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
RPL7A;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PMFBP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GADD45GIP1;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CAVIN3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
DDX59;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
PRKCSH;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HAMP;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
CSF2RB;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
GLYCTK;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
POMK;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
APOC4;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
HOXD8;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
SH3GL3;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
F2;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
TMEM171;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
FTCD;;Estrogen receptors;;Peroxisome proliferator-activated ;;;
BAMBI;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
UBE2J1;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
SLC25A20;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
CALU;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
IQGAP2;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
CHSY1;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
PPIF;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
KDELC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
SLC20A1;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
REV3L;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
STARD3NL;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
NDC1;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
DAP;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
JUP;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
COMMD3;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
RFK;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
MTMR11;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
BDH2;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
FAM13A;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
UBXN8;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
MPV17L2;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
IFITM2;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
PDGFRL;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
MAP2K6;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
NQO1;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
FBXO5;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
UNG;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
C1QBP;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
VKORC1L1;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
CLN8;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
URB2;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
ARF5;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
IVNS1ABP;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
SLC1A4;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
TOMM40;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
TCEA3;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
PAQR6;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
COQ8A;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
DCUN1D4;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
NOS3;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
ELMO3;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
TMEM199;;Estrogen receptors;;Peroxisome proliferator-activated ;;Retinoic acid;Thyroid hormone
