ID;Family;Physiological System;Organ;Species;Gene;Percentile;Discovery Rate;GMFC;cPValue;DOI
3521322;Thyroid hormone receptors;ALL;ALL;House Mouse;Rida;91;0,266666667;1,187407693;0,0000846;10.1621/RMOspi4wWY.1
3521378;Thyroid hormone receptors;ALL;ALL;House Mouse;Rnasek;91;0,266666667;1,166653773;0,0000846;10.1621/RMOspi4wWY.1
3524431;Thyroid hormone receptors;ALL;ALL;House Mouse;Trem2;91;0,266666667;1,171558829;0,0000846;10.1621/RMOspi4wWY.1
3512098;Thyroid hormone receptors;ALL;ALL;House Mouse;Col4a3;91;0,266666667;1,308632492;0,0000846;10.1621/RMOspi4wWY.1
3510204;Thyroid hormone receptors;ALL;ALL;House Mouse;Aspa;91;0,266666667;1,312731775;0,0000846;10.1621/RMOspi4wWY.1
3521030;Thyroid hormone receptors;ALL;ALL;House Mouse;Rasd1;91;0,266666667;1,187889768;0,0000846;10.1621/RMOspi4wWY.1
3514515;Thyroid hormone receptors;ALL;ALL;House Mouse;Fxyd3;91;0,266666667;1,255269223;0,0000846;10.1621/RMOspi4wWY.1
3518867;Thyroid hormone receptors;ALL;ALL;House Mouse;Notum;91;0,266666667;1,236824521;0,0000846;10.1621/RMOspi4wWY.1
3520800;Thyroid hormone receptors;ALL;ALL;House Mouse;Pum3;91;0,266666667;1,118974094;0,0000846;10.1621/RMOspi4wWY.1
3520788;Thyroid hormone receptors;ALL;ALL;House Mouse;Ptrf;91;0,266666667;1,112698433;0,0000846;10.1621/RMOspi4wWY.1
3519888;Thyroid hormone receptors;ALL;ALL;House Mouse;Pilrb1;91;0,266666667;1,275289746;0,0000846;10.1621/RMOspi4wWY.1
3516014;Thyroid hormone receptors;ALL;ALL;House Mouse;Ifitm6;91;0,266666667;1,225486623;0,0000846;10.1621/RMOspi4wWY.1
3510040;Thyroid hormone receptors;ALL;ALL;House Mouse;Arhgap9;91;0,266666667;1,207473389;0,0000846;10.1621/RMOspi4wWY.1
3510038;Thyroid hormone receptors;ALL;ALL;House Mouse;Arhgap6;91;0,266666667;1,154001539;0,0000846;10.1621/RMOspi4wWY.1
3509120;Thyroid hormone receptors;ALL;ALL;House Mouse;Aaed1;91;0,266666667;1,156816397;0,0000846;10.1621/RMOspi4wWY.1
3515930;Thyroid hormone receptors;ALL;ALL;House Mouse;Hunk;91;0,266666667;1,183876877;0,0000846;10.1621/RMOspi4wWY.1
3512902;Thyroid hormone receptors;ALL;ALL;House Mouse;Desi2;91;0,266666667;1,184003909;0,0000846;10.1621/RMOspi4wWY.1
3524302;Thyroid hormone receptors;ALL;ALL;House Mouse;Tns1;91;0,266666667;1,21191986;0,0000846;10.1621/RMOspi4wWY.1
3521020;Thyroid hormone receptors;ALL;ALL;House Mouse;Rarres2;91;0,266666667;1,239235121;0,0000846;10.1621/RMOspi4wWY.1
3523509;Thyroid hormone receptors;ALL;ALL;House Mouse;Tango2;91;0,266666667;1,173189795;0,0000846;10.1621/RMOspi4wWY.1
3523501;Thyroid hormone receptors;ALL;ALL;House Mouse;Tagln2;91;0,266666667;1,308413802;0,0000846;10.1621/RMOspi4wWY.1
3510905;Thyroid hormone receptors;ALL;ALL;House Mouse;C8b;91;0,266666667;1,364365646;0,0000846;10.1621/RMOspi4wWY.1
3517628;Thyroid hormone receptors;ALL;ALL;House Mouse;Mccc2;91;0,266666667;1,256767119;0,0000846;10.1621/RMOspi4wWY.1
3517569;Thyroid hormone receptors;ALL;ALL;House Mouse;Marveld1;91;0,266666667;1,173527443;0,0000846;10.1621/RMOspi4wWY.1
3517494;Thyroid hormone receptors;ALL;ALL;House Mouse;Map1s;91;0,266666667;1,122767953;0,0000846;10.1621/RMOspi4wWY.1
3523235;Thyroid hormone receptors;ALL;ALL;House Mouse;Stk16;91;0,266666667;1,136497602;0,0000846;10.1621/RMOspi4wWY.1
3524013;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem134;91;0,266666667;1,155344745;0,0000846;10.1621/RMOspi4wWY.1
3522522;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc47a1;91;0,266666667;1,305743424;0,0000846;10.1621/RMOspi4wWY.1
3510001;Thyroid hormone receptors;ALL;ALL;House Mouse;Arfip1;91;0,304347826;1,187546795;0,000094;10.1621/RMOspi4wWY.1
3526718;Thyroid hormone receptors;ALL;ALL;House Mouse;Hmgn2;91;0,304347826;1,17299411;0,000094;10.1621/RMOspi4wWY.1
3512972;Thyroid hormone receptors;ALL;ALL;House Mouse;Dio3os;91;0,304347826;1,291268495;0,000094;10.1621/RMOspi4wWY.1
3525577;Thyroid hormone receptors;ALL;ALL;House Mouse;Zcchc24;91;0,304347826;1,203418764;0,000094;10.1621/RMOspi4wWY.1
3526330;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd59b;91;0,304347826;1,248603817;0,000094;10.1621/RMOspi4wWY.1
3526475;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam180a;91;0,304347826;1,273688507;0,000094;10.1621/RMOspi4wWY.1
3511692;Thyroid hormone receptors;ALL;ALL;House Mouse;Cfhr2;91;0,304347826;1,254277137;0,000094;10.1621/RMOspi4wWY.1
3526520;Thyroid hormone receptors;ALL;ALL;House Mouse;Gcat;91;0,304347826;1,189233521;0,000094;10.1621/RMOspi4wWY.1
3525718;Thyroid hormone receptors;ALL;ALL;House Mouse;Zfp362;91;0,304347826;1,146144122;0,000094;10.1621/RMOspi4wWY.1
3526218;Thyroid hormone receptors;ALL;ALL;House Mouse;Akirin2;91;0,304347826;1,169357358;0,000094;10.1621/RMOspi4wWY.1
3514029;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam46a;91;0,304347826;1,1804277;0,000094;10.1621/RMOspi4wWY.1
3510299;Thyroid hormone receptors;ALL;ALL;House Mouse;Atp2b4;91;0,304347826;1,196267282;0,000094;10.1621/RMOspi4wWY.1
3512799;Thyroid hormone receptors;ALL;ALL;House Mouse;Ddrgk1;90;0,258064516;1,166529283;0,00010909;10.1621/RMOspi4wWY.1
3524570;Thyroid hormone receptors;ALL;ALL;House Mouse;Trpv2;90;0,258064516;1,187127815;0,00010909;10.1621/RMOspi4wWY.1
3524538;Thyroid hormone receptors;ALL;ALL;House Mouse;Trp53bp1;90;0,258064516;1,143475772;0,00010909;10.1621/RMOspi4wWY.1
3508533;Thyroid hormone receptors;ALL;ALL;House Mouse;2700097O09Rik;90;0,258064516;1,12544739;0,00010909;10.1621/RMOspi4wWY.1
3512309;Thyroid hormone receptors;ALL;ALL;House Mouse;Crtap;90;0,258064516;1,151681973;0,00010909;10.1621/RMOspi4wWY.1
3510115;Thyroid hormone receptors;ALL;ALL;House Mouse;Armcx2;90;0,258064516;1,130885372;0,00010909;10.1621/RMOspi4wWY.1
3516063;Thyroid hormone receptors;ALL;ALL;House Mouse;Igfbp3;90;0,258064516;1,220493038;0,00010909;10.1621/RMOspi4wWY.1
3521907;Thyroid hormone receptors;ALL;ALL;House Mouse;Sec22b;90;0,258064516;1,132700829;0,00010909;10.1621/RMOspi4wWY.1
3522753;Thyroid hormone receptors;ALL;ALL;House Mouse;Snap29;90;0,258064516;1,126469981;0,00010909;10.1621/RMOspi4wWY.1
3512086;Thyroid hormone receptors;ALL;ALL;House Mouse;Col1a2;90;0,258064516;1,171010433;0,00010909;10.1621/RMOspi4wWY.1
3511776;Thyroid hormone receptors;ALL;ALL;House Mouse;Chrm3;90;0,258064516;1,251618607;0,00010909;10.1621/RMOspi4wWY.1
3511400;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd68;90;0,258064516;1,345456178;0,00010909;10.1621/RMOspi4wWY.1
3520257;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppcdc;90;0,258064516;1,127973988;0,00010909;10.1621/RMOspi4wWY.1
3523680;Thyroid hormone receptors;ALL;ALL;House Mouse;Tec;90;0,258064516;1,169949785;0,00010909;10.1621/RMOspi4wWY.1
3525307;Thyroid hormone receptors;ALL;ALL;House Mouse;Wdr45;90;0,258064516;1,145100257;0,00010909;10.1621/RMOspi4wWY.1
3509461;Thyroid hormone receptors;ALL;ALL;House Mouse;Adipor1;90;0,258064516;1,10108452;0,00010909;10.1621/RMOspi4wWY.1
3509458;Thyroid hormone receptors;ALL;ALL;House Mouse;Adi1;90;0,258064516;1,203667941;0,00010909;10.1621/RMOspi4wWY.1
3512949;Thyroid hormone receptors;ALL;ALL;House Mouse;Dhx30;90;0,258064516;1,118895964;0,00010909;10.1621/RMOspi4wWY.1
3512909;Thyroid hormone receptors;ALL;ALL;House Mouse;Dgat1;90;0,258064516;1,120847923;0,00010909;10.1621/RMOspi4wWY.1
3510720;Thyroid hormone receptors;ALL;ALL;House Mouse;Bmyc;90;0,258064516;1,17897865;0,00010909;10.1621/RMOspi4wWY.1
3510687;Thyroid hormone receptors;ALL;ALL;House Mouse;Blcap;90;0,258064516;1,159828163;0,00010909;10.1621/RMOspi4wWY.1
3520255;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppat;90;0,258064516;1,172950425;0,00010909;10.1621/RMOspi4wWY.1
3520253;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppargc1a;90;0,258064516;1,217654293;0,00010909;10.1621/RMOspi4wWY.1
3520245;Thyroid hormone receptors;ALL;ALL;House Mouse;Pou6f1;90;0,258064516;1,140742052;0,00010909;10.1621/RMOspi4wWY.1
3519223;Thyroid hormone receptors;ALL;ALL;House Mouse;Oma1;90;0,258064516;1,149717396;0,00010909;10.1621/RMOspi4wWY.1
3524573;Thyroid hormone receptors;ALL;ALL;House Mouse;Trrap;90;0,258064516;1,118524725;0,00010909;10.1621/RMOspi4wWY.1
3517174;Thyroid hormone receptors;ALL;ALL;House Mouse;Lnx2;90;0,258064516;1,181091127;0,00010909;10.1621/RMOspi4wWY.1
3518596;Thyroid hormone receptors;ALL;ALL;House Mouse;Ndufb9;90;0,258064516;1,147380022;0,00010909;10.1621/RMOspi4wWY.1
3518590;Thyroid hormone receptors;ALL;ALL;House Mouse;Ndufb3;90;0,258064516;1,152719093;0,00010909;10.1621/RMOspi4wWY.1
3524081;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem203;90;0,258064516;1,122763259;0,00010909;10.1621/RMOspi4wWY.1
3521577;Thyroid hormone receptors;ALL;ALL;House Mouse;Rps5;90;0,258064516;1,13626354;0,00010909;10.1621/RMOspi4wWY.1
3525598;Thyroid hormone receptors;ALL;ALL;House Mouse;Zdhhc2;90;0,258064516;1,141394368;0,00010909;10.1621/RMOspi4wWY.1
3525588;Thyroid hormone receptors;ALL;ALL;House Mouse;Zdhhc1;90;0,258064516;1,142929969;0,00010909;10.1621/RMOspi4wWY.1
3525573;Thyroid hormone receptors;ALL;ALL;House Mouse;Zcchc14;90;0,258064516;1,104840048;0,00010909;10.1621/RMOspi4wWY.1
3515648;Thyroid hormone receptors;ALL;ALL;House Mouse;Hgf;90;0,258064516;1,154480717;0,00010909;10.1621/RMOspi4wWY.1
3513594;Thyroid hormone receptors;ALL;ALL;House Mouse;Endod1;90;0,258064516;1,311675366;0,00010909;10.1621/RMOspi4wWY.1
3514324;Thyroid hormone receptors;ALL;ALL;House Mouse;Fkbp2;90;0,258064516;1,144177507;0,00010909;10.1621/RMOspi4wWY.1
3518151;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrps35;90;0,258064516;1,14846782;0,00010909;10.1621/RMOspi4wWY.1
3520014;Thyroid hormone receptors;ALL;ALL;House Mouse;Plekha1;90;0,258064516;1,185381142;0,00010909;10.1621/RMOspi4wWY.1
3525211;Thyroid hormone receptors;ALL;ALL;House Mouse;Vps54;90;0,258064516;1,123616238;0,00010909;10.1621/RMOspi4wWY.1
3521891;Thyroid hormone receptors;ALL;ALL;House Mouse;Sdr42e1;90;0,258064516;1,197856039;0,00010909;10.1621/RMOspi4wWY.1
3520777;Thyroid hormone receptors;ALL;ALL;House Mouse;Ptprk;90;0,258064516;1,119454535;0,00010909;10.1621/RMOspi4wWY.1
3523824;Thyroid hormone receptors;ALL;ALL;House Mouse;Thnsl2;90;0,258064516;1,248713239;0,00010909;10.1621/RMOspi4wWY.1
3521225;Thyroid hormone receptors;ALL;ALL;House Mouse;Rffl;90;0,258064516;1,124502322;0,00010909;10.1621/RMOspi4wWY.1
3521956;Thyroid hormone receptors;ALL;ALL;House Mouse;Sema4b;90;0,258064516;1,159227851;0,00010909;10.1621/RMOspi4wWY.1
3520892;Thyroid hormone receptors;ALL;ALL;House Mouse;Rab30;90;0,258064516;1,202725564;0,00010909;10.1621/RMOspi4wWY.1
3520869;Thyroid hormone receptors;ALL;ALL;House Mouse;Rab12;90;0,258064516;1,122491322;0,00010909;10.1621/RMOspi4wWY.1
3509997;Thyroid hormone receptors;ALL;ALL;House Mouse;Arfgap3;90;0,258064516;1,153985073;0,00010909;10.1621/RMOspi4wWY.1
3518108;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrpl39;90;0,258064516;1,131891663;0,00010909;10.1621/RMOspi4wWY.1
3518106;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrpl37;90;0,258064516;1,115817793;0,00010909;10.1621/RMOspi4wWY.1
3518105;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrpl36;90;0,258064516;1,126081022;0,00010909;10.1621/RMOspi4wWY.1
3525458;Thyroid hormone receptors;ALL;ALL;House Mouse;Yars;90;0,258064516;1,153558671;0,00010909;10.1621/RMOspi4wWY.1
3521205;Thyroid hormone receptors;ALL;ALL;House Mouse;Rerg;90;0,258064516;1,190427195;0,00010909;10.1621/RMOspi4wWY.1
3523893;Thyroid hormone receptors;ALL;ALL;House Mouse;Tjp2;90;0,258064516;1,136802296;0,00010909;10.1621/RMOspi4wWY.1
3511135;Thyroid hormone receptors;ALL;ALL;House Mouse;Ccdc107;90;0,258064516;1,13887089;0,00010909;10.1621/RMOspi4wWY.1
3512795;Thyroid hormone receptors;ALL;ALL;House Mouse;Ddo;90;0,258064516;1,198895373;0,00010909;10.1621/RMOspi4wWY.1
3509980;Thyroid hormone receptors;ALL;ALL;House Mouse;Ar;90;0,258064516;1,318351023;0,00010909;10.1621/RMOspi4wWY.1
3517044;Thyroid hormone receptors;ALL;ALL;House Mouse;Lemd2;90;0,258064516;1,112053848;0,00010909;10.1621/RMOspi4wWY.1
3517354;Thyroid hormone receptors;ALL;ALL;House Mouse;Luc7l3;90;0,258064516;1,104965017;0,00010909;10.1621/RMOspi4wWY.1
3526077;Thyroid hormone receptors;ALL;ALL;House Mouse;Zyx;90;0,258064516;1,172074664;0,00010909;10.1621/RMOspi4wWY.1
3510610;Thyroid hormone receptors;ALL;ALL;House Mouse;Bcl10;90;0,258064516;1,147689121;0,00010909;10.1621/RMOspi4wWY.1
3510607;Thyroid hormone receptors;ALL;ALL;House Mouse;Bckdha;90;0,258064516;1,15507421;0,00010909;10.1621/RMOspi4wWY.1
3520187;Thyroid hormone receptors;ALL;ALL;House Mouse;Polr2c;90;0,258064516;1,100484737;0,00010909;10.1621/RMOspi4wWY.1
3519172;Thyroid hormone receptors;ALL;ALL;House Mouse;Olfm1;90;0,258064516;1,119939252;0,00010909;10.1621/RMOspi4wWY.1
3516655;Thyroid hormone receptors;ALL;ALL;House Mouse;Kif22;90;0,258064516;1,275900659;0,00010909;10.1621/RMOspi4wWY.1
3518715;Thyroid hormone receptors;ALL;ALL;House Mouse;Ngfr;90;0,258064516;1,143695201;0,00010909;10.1621/RMOspi4wWY.1
3525584;Thyroid hormone receptors;ALL;ALL;House Mouse;Zcchc9;90;0,258064516;1,130548288;0,00010909;10.1621/RMOspi4wWY.1
3522380;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc25a38;90;0,258064516;1,144285543;0,00010909;10.1621/RMOspi4wWY.1
3522786;Thyroid hormone receptors;ALL;ALL;House Mouse;Snrk;90;0,258064516;1,136377536;0,00010909;10.1621/RMOspi4wWY.1
3519614;Thyroid hormone receptors;ALL;ALL;House Mouse;Pde6d;90;0,258064516;1,187403777;0,00010909;10.1621/RMOspi4wWY.1
3525199;Thyroid hormone receptors;ALL;ALL;House Mouse;Vps37b;90;0,258064516;1,209283025;0,00010909;10.1621/RMOspi4wWY.1
3525197;Thyroid hormone receptors;ALL;ALL;House Mouse;Vps36;90;0,258064516;1,121170309;0,00010909;10.1621/RMOspi4wWY.1
3525196;Thyroid hormone receptors;ALL;ALL;House Mouse;Vps35;90;0,258064516;1,159912825;0,00010909;10.1621/RMOspi4wWY.1
3524966;Thyroid hormone receptors;ALL;ALL;House Mouse;Upf1;90;0,258064516;1,145866474;0,00010909;10.1621/RMOspi4wWY.1
3512105;Thyroid hormone receptors;ALL;ALL;House Mouse;Col5a3;90;0,258064516;1,147252278;0,00010909;10.1621/RMOspi4wWY.1
3512514;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyb561;90;0,258064516;1,228694228;0,00010909;10.1621/RMOspi4wWY.1
3524710;Thyroid hormone receptors;ALL;ALL;House Mouse;Ttpa;90;0,258064516;1,30234481;0,00010909;10.1621/RMOspi4wWY.1
3509236;Thyroid hormone receptors;ALL;ALL;House Mouse;Acadsb;90;0,258064516;1,214061388;0,00010909;10.1621/RMOspi4wWY.1
3518525;Thyroid hormone receptors;ALL;ALL;House Mouse;Nck2;90;0,258064516;1,185957544;0,00010909;10.1621/RMOspi4wWY.1
3517853;Thyroid hormone receptors;ALL;ALL;House Mouse;Mib2;90;0,258064516;1,116876593;0,00010909;10.1621/RMOspi4wWY.1
3516807;Thyroid hormone receptors;ALL;ALL;House Mouse;Kpna1;90;0,258064516;1,147136277;0,00010909;10.1621/RMOspi4wWY.1
3524930;Thyroid hormone receptors;ALL;ALL;House Mouse;Uhrf1;90;0,258064516;1,262771794;0,00010909;10.1621/RMOspi4wWY.1
3524688;Thyroid hormone receptors;ALL;ALL;House Mouse;Ttc8;90;0,258064516;1,162802136;0,00010909;10.1621/RMOspi4wWY.1
3525518;Thyroid hormone receptors;ALL;ALL;House Mouse;Zbtb20;90;0,258064516;1,167707111;0,00010909;10.1621/RMOspi4wWY.1
3525499;Thyroid hormone receptors;ALL;ALL;House Mouse;Zadh2;90;0,258064516;1,154591921;0,00010909;10.1621/RMOspi4wWY.1
3525486;Thyroid hormone receptors;ALL;ALL;House Mouse;Yrdc;90;0,258064516;1,194973798;0,00010909;10.1621/RMOspi4wWY.1
3525483;Thyroid hormone receptors;ALL;ALL;House Mouse;Ypel3;90;0,258064516;1,139666272;0,00010909;10.1621/RMOspi4wWY.1
3511124;Thyroid hormone receptors;ALL;ALL;House Mouse;Cc2d1a;90;0,258064516;1,126038672;0,00010909;10.1621/RMOspi4wWY.1
3509816;Thyroid hormone receptors;ALL;ALL;House Mouse;Ankrd33b;90;0,258064516;1,199397177;0,00010909;10.1621/RMOspi4wWY.1
3509787;Thyroid hormone receptors;ALL;ALL;House Mouse;Ank3;90;0,258064516;1,19865285;0,00010909;10.1621/RMOspi4wWY.1
3517019;Thyroid hormone receptors;ALL;ALL;House Mouse;Lcp2;90;0,258064516;1,16680927;0,00010909;10.1621/RMOspi4wWY.1
3518624;Thyroid hormone receptors;ALL;ALL;House Mouse;Nedd4l;90;0,258064516;1,17692794;0,00010909;10.1621/RMOspi4wWY.1
3517456;Thyroid hormone receptors;ALL;ALL;House Mouse;Magt1;90;0,258064516;1,1537187;0,00010909;10.1621/RMOspi4wWY.1
3515593;Thyroid hormone receptors;ALL;ALL;House Mouse;Hdhd3;90;0,258064516;1,199982688;0,00010909;10.1621/RMOspi4wWY.1
3514429;Thyroid hormone receptors;ALL;ALL;House Mouse;Foxp1;90;0,258064516;1,119403237;0,00010909;10.1621/RMOspi4wWY.1
3525025;Thyroid hormone receptors;ALL;ALL;House Mouse;Usp25;90;0,258064516;1,123763642;0,00010909;10.1621/RMOspi4wWY.1
3520620;Thyroid hormone receptors;ALL;ALL;House Mouse;Psap;90;0,258064516;1,153120228;0,00010909;10.1621/RMOspi4wWY.1
3521021;Thyroid hormone receptors;ALL;ALL;House Mouse;Rars;90;0,258064516;1,146709808;0,00010909;10.1621/RMOspi4wWY.1
3524679;Thyroid hormone receptors;ALL;ALL;House Mouse;Ttc39b;90;0,258064516;1,212383344;0,00010909;10.1621/RMOspi4wWY.1
3524668;Thyroid hormone receptors;ALL;ALL;House Mouse;Ttc3;90;0,258064516;1,125345228;0,00010909;10.1621/RMOspi4wWY.1
3524378;Thyroid hormone receptors;ALL;ALL;House Mouse;Tpst1;90;0,258064516;1,176868336;0,00010909;10.1621/RMOspi4wWY.1
3517481;Thyroid hormone receptors;ALL;ALL;House Mouse;Manba;90;0,258064516;1,155174561;0,00010909;10.1621/RMOspi4wWY.1
3522479;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc38a1;90;0,258064516;1,152165239;0,00010909;10.1621/RMOspi4wWY.1
3521473;Thyroid hormone receptors;ALL;ALL;House Mouse;Robo1;90;0,258064516;1,241465575;0,00010909;10.1621/RMOspi4wWY.1
3526025;Thyroid hormone receptors;ALL;ALL;House Mouse;Zmynd8;90;0,258064516;1,166044706;0,00010909;10.1621/RMOspi4wWY.1
3520132;Thyroid hormone receptors;ALL;ALL;House Mouse;Pno1;90;0,258064516;1,138752088;0,00010909;10.1621/RMOspi4wWY.1
3513647;Thyroid hormone receptors;ALL;ALL;House Mouse;Epha2;90;0,258064516;1,35007372;0,00010909;10.1621/RMOspi4wWY.1
3520747;Thyroid hormone receptors;ALL;ALL;House Mouse;Ptp4a2;90;0,258064516;1,13935514;0,00010909;10.1621/RMOspi4wWY.1
3520727;Thyroid hormone receptors;ALL;ALL;House Mouse;Ptgfrn;90;0,258064516;1,171640655;0,00010909;10.1621/RMOspi4wWY.1
3517472;Thyroid hormone receptors;ALL;ALL;House Mouse;Man1a;90;0,258064516;1,230756236;0,00010909;10.1621/RMOspi4wWY.1
3516384;Thyroid hormone receptors;ALL;ALL;House Mouse;Itih3;90;0,258064516;1,324325274;0,00010909;10.1621/RMOspi4wWY.1
3518882;Thyroid hormone receptors;ALL;ALL;House Mouse;Npc2;90;0,258064516;1,124526554;0,00010909;10.1621/RMOspi4wWY.1
3525132;Thyroid hormone receptors;ALL;ALL;House Mouse;Vim;90;0,258064516;1,239662113;0,00010909;10.1621/RMOspi4wWY.1
3515988;Thyroid hormone receptors;ALL;ALL;House Mouse;Iffo2;90;0,258064516;1,154224332;0,00010909;10.1621/RMOspi4wWY.1
3511009;Thyroid hormone receptors;ALL;ALL;House Mouse;Capn10;90;0,258064516;1,14972653;0,00010909;10.1621/RMOspi4wWY.1
3511005;Thyroid hormone receptors;ALL;ALL;House Mouse;Cap1;90;0,258064516;1,174972973;0,00010909;10.1621/RMOspi4wWY.1
3514719;Thyroid hormone receptors;ALL;ALL;House Mouse;Gfm1;90;0,258064516;1,187218608;0,00010909;10.1621/RMOspi4wWY.1
3511955;Thyroid hormone receptors;ALL;ALL;House Mouse;Clptm1l;90;0,258064516;1,129084706;0,00010909;10.1621/RMOspi4wWY.1
3509756;Thyroid hormone receptors;ALL;ALL;House Mouse;Amy1;90;0,258064516;1,263987305;0,00010909;10.1621/RMOspi4wWY.1
3519090;Thyroid hormone receptors;ALL;ALL;House Mouse;Nupl2;90;0,258064516;1,138127929;0,00010909;10.1621/RMOspi4wWY.1
3521260;Thyroid hormone receptors;ALL;ALL;House Mouse;Rgs16;90;0,258064516;1,575625577;0,00010909;10.1621/RMOspi4wWY.1
3525140;Thyroid hormone receptors;ALL;ALL;House Mouse;Vldlr;90;0,258064516;1,309728426;0,00010909;10.1621/RMOspi4wWY.1
3518150;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrps34;90;0,258064516;1,132336237;0,00010909;10.1621/RMOspi4wWY.1
3518147;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrps30;90;0,258064516;1,11883913;0,00010909;10.1621/RMOspi4wWY.1
3524172;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem63b;90;0,258064516;1,145807995;0,00010909;10.1621/RMOspi4wWY.1
3512443;Thyroid hormone receptors;ALL;ALL;House Mouse;Ctsf;90;0,258064516;1,193306084;0,00010909;10.1621/RMOspi4wWY.1
3509664;Thyroid hormone receptors;ALL;ALL;House Mouse;Aldh1l1;90;0,258064516;1,211830018;0,00010909;10.1621/RMOspi4wWY.1
3509652;Thyroid hormone receptors;ALL;ALL;House Mouse;Alad;90;0,258064516;1,209858502;0,00010909;10.1621/RMOspi4wWY.1
3521418;Thyroid hormone receptors;ALL;ALL;House Mouse;Rnf166;90;0,258064516;1,120979506;0,00010909;10.1621/RMOspi4wWY.1
3525717;Thyroid hormone receptors;ALL;ALL;House Mouse;Zfp36;90;0,258064516;1,268389276;0,00010909;10.1621/RMOspi4wWY.1
3524617;Thyroid hormone receptors;ALL;ALL;House Mouse;Tspan33;90;0,258064516;1,184836223;0,00010909;10.1621/RMOspi4wWY.1
3517590;Thyroid hormone receptors;ALL;ALL;House Mouse;Mavs;90;0,258064516;1,125497464;0,00010909;10.1621/RMOspi4wWY.1
3520107;Thyroid hormone receptors;ALL;ALL;House Mouse;Pmm1;90;0,258064516;1,178773449;0,00010909;10.1621/RMOspi4wWY.1
3520060;Thyroid hormone receptors;ALL;ALL;House Mouse;Plod1;90;0,258064516;1,147712122;0,00010909;10.1621/RMOspi4wWY.1
3513723;Thyroid hormone receptors;ALL;ALL;House Mouse;Ermp1;90;0,258064516;1,180322822;0,00010909;10.1621/RMOspi4wWY.1
3512411;Thyroid hormone receptors;ALL;ALL;House Mouse;Ctgf;90;0,258064516;1,416491822;0,00010909;10.1621/RMOspi4wWY.1
3510257;Thyroid hormone receptors;ALL;ALL;House Mouse;Atg5;90;0,258064516;1,13419604;0,00010909;10.1621/RMOspi4wWY.1
3516910;Thyroid hormone receptors;ALL;ALL;House Mouse;Krtcap2;90;0,258064516;1,153287047;0,00010909;10.1621/RMOspi4wWY.1
3524168;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem60;90;0,258064516;1,157341423;0,00010909;10.1621/RMOspi4wWY.1
3513076;Thyroid hormone receptors;ALL;ALL;House Mouse;Dnajb9;90;0,258064516;1,269150526;0,00010909;10.1621/RMOspi4wWY.1
3512586;Thyroid hormone receptors;ALL;ALL;House Mouse;Cyp2j6;90;0,258064516;1,207450441;0,00010909;10.1621/RMOspi4wWY.1
3512478;Thyroid hormone receptors;ALL;ALL;House Mouse;Cutc;90;0,258064516;1,14947381;0,00010909;10.1621/RMOspi4wWY.1
3526060;Thyroid hormone receptors;ALL;ALL;House Mouse;Zswim1;90;0,258064516;1,13396937;0,00010909;10.1621/RMOspi4wWY.1
3522723;Thyroid hormone receptors;ALL;ALL;House Mouse;Smoc1;90;0,258064516;1,242298087;0,00010909;10.1621/RMOspi4wWY.1
3523408;Thyroid hormone receptors;ALL;ALL;House Mouse;Syn1;90;0,258064516;1,179376329;0,00010909;10.1621/RMOspi4wWY.1
3523366;Thyroid hormone receptors;ALL;ALL;House Mouse;Susd4;90;0,258064516;1,230270557;0,00010909;10.1621/RMOspi4wWY.1
