ID;Family;Physiological System;Organ;Species;Gene;Percentile;Discovery Rate;GMFC;cPValue;DOI
3522284;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc16a10;92;0,285714286;1,17609594;0,0000492;10.1621/RMOspi4wWY.1
3510050;Thyroid hormone receptors;ALL;ALL;House Mouse;Arhgef16;92;0,285714286;1,165352477;0,0000492;10.1621/RMOspi4wWY.1
3520265;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppfibp1;92;0,285714286;1,190786646;0,0000492;10.1621/RMOspi4wWY.1
3524539;Thyroid hormone receptors;ALL;ALL;House Mouse;Trp53bp2;92;0,285714286;1,115600707;0,0000492;10.1621/RMOspi4wWY.1
3513579;Thyroid hormone receptors;ALL;ALL;House Mouse;Eml4;92;0,285714286;1,132962215;0,0000492;10.1621/RMOspi4wWY.1
3521662;Thyroid hormone receptors;ALL;ALL;House Mouse;Rtn4rl1;92;0,285714286;1,200277604;0,0000492;10.1621/RMOspi4wWY.1
3525429;Thyroid hormone receptors;ALL;ALL;House Mouse;Xkr8;92;0,285714286;1,164600247;0,0000492;10.1621/RMOspi4wWY.1
3521711;Thyroid hormone receptors;ALL;ALL;House Mouse;S1pr2;92;0,285714286;1,141734168;0,0000492;10.1621/RMOspi4wWY.1
3526064;Thyroid hormone receptors;ALL;ALL;House Mouse;Zswim5;92;0,285714286;1,115702219;0,0000492;10.1621/RMOspi4wWY.1
3510584;Thyroid hormone receptors;ALL;ALL;House Mouse;BC052040;92;0,285714286;1,161306502;0,0000492;10.1621/RMOspi4wWY.1
3519176;Thyroid hormone receptors;ALL;ALL;House Mouse;Olfml1;92;0,285714286;1,382999567;0,0000492;10.1621/RMOspi4wWY.1
3516713;Thyroid hormone receptors;ALL;ALL;House Mouse;Klhdc8b;92;0,285714286;1,171449587;0,0000492;10.1621/RMOspi4wWY.1
3523787;Thyroid hormone receptors;ALL;ALL;House Mouse;Tgfbrap1;92;0,285714286;1,127479528;0,0000492;10.1621/RMOspi4wWY.1
3522502;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc3a1;92;0,285714286;1,491492264;0,0000492;10.1621/RMOspi4wWY.1
3519114;Thyroid hormone receptors;ALL;ALL;House Mouse;Nxt2;92;0,285714286;1,198645511;0,0000492;10.1621/RMOspi4wWY.1
3525028;Thyroid hormone receptors;ALL;ALL;House Mouse;Usp28;92;0,285714286;1,134411277;0,0000492;10.1621/RMOspi4wWY.1
3525566;Thyroid hormone receptors;ALL;ALL;House Mouse;Zc3hav1l;92;0,285714286;1,131578396;0,0000492;10.1621/RMOspi4wWY.1
3520593;Thyroid hormone receptors;ALL;ALL;House Mouse;Prss3;92;0,285714286;1,254793584;0,0000492;10.1621/RMOspi4wWY.1
3524003;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem126b;92;0,285714286;1,16604692;0,0000492;10.1621/RMOspi4wWY.1
3515277;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpx2;92;0,285714286;1,215381148;0,0000492;10.1621/RMOspi4wWY.1
3513243;Thyroid hormone receptors;ALL;ALL;House Mouse;Dtx4;92;0,285714286;1,131901264;0,0000492;10.1621/RMOspi4wWY.1
3524909;Thyroid hormone receptors;ALL;ALL;House Mouse;Ufd1;92;0,285714286;1,1022511;0,0000492;10.1621/RMOspi4wWY.1
3518145;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrps27;92;0,285714286;1,137193417;0,0000492;10.1621/RMOspi4wWY.1
3517079;Thyroid hormone receptors;ALL;ALL;House Mouse;Lhfp;92;0,285714286;1,166153068;0,0000492;10.1621/RMOspi4wWY.1
3524155;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem50a;92;0,285714286;1,115641211;0,0000492;10.1621/RMOspi4wWY.1
3513811;Thyroid hormone receptors;ALL;ALL;House Mouse;Exosc8;92;0,285714286;1,138892723;0,0000492;10.1621/RMOspi4wWY.1
3521393;Thyroid hormone receptors;ALL;ALL;House Mouse;Rnf122;92;0,285714286;1,167022284;0,0000492;10.1621/RMOspi4wWY.1
3516925;Thyroid hormone receptors;ALL;ALL;House Mouse;L3mbtl2;92;0,285714286;1,105895151;0,0000492;10.1621/RMOspi4wWY.1
3513876;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam109a;92;0,285714286;1,130190482;0,0000492;10.1621/RMOspi4wWY.1
3513861;Thyroid hormone receptors;ALL;ALL;House Mouse;Fads6;92;0,285714286;1,156854019;0,0000492;10.1621/RMOspi4wWY.1
3511841;Thyroid hormone receptors;ALL;ALL;House Mouse;Ckap2l;92;0,285714286;1,235097014;0,0000492;10.1621/RMOspi4wWY.1
3525298;Thyroid hormone receptors;ALL;ALL;House Mouse;Wdr34;92;0,285714286;1,117774448;0,0000492;10.1621/RMOspi4wWY.1
3523763;Thyroid hormone receptors;ALL;ALL;House Mouse;Tfe3;92;0,285714286;1,151018771;0,0000492;10.1621/RMOspi4wWY.1
3513692;Thyroid hormone receptors;ALL;ALL;House Mouse;Erc2;92;0,285714286;1,207970135;0,0000492;10.1621/RMOspi4wWY.1
3520374;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppp6r1;92;0,285714286;1,119359099;0,0000492;10.1621/RMOspi4wWY.1
3522689;Thyroid hormone receptors;ALL;ALL;House Mouse;Smcr8;92;0,285714286;1,168099436;0,0000492;10.1621/RMOspi4wWY.1
3524190;Thyroid hormone receptors;ALL;ALL;House Mouse;Tmem86b;92;0,285714286;1,258951154;0,0000492;10.1621/RMOspi4wWY.1
3510665;Thyroid hormone receptors;ALL;ALL;House Mouse;Bhlhb9;92;0,285714286;1,202915353;0,0000492;10.1621/RMOspi4wWY.1
3509702;Thyroid hormone receptors;ALL;ALL;House Mouse;Alkbh7;92;0,285714286;1,168755269;0,0000492;10.1621/RMOspi4wWY.1
3522219;Thyroid hormone receptors;ALL;ALL;House Mouse;Sirt5;92;0,285714286;1,158378369;0,0000492;10.1621/RMOspi4wWY.1
3522924;Thyroid hormone receptors;ALL;ALL;House Mouse;Spag9;92;0,285714286;1,155222138;0,0000492;10.1621/RMOspi4wWY.1
3509672;Thyroid hormone receptors;ALL;ALL;House Mouse;Aldh5a1;92;0,285714286;1,206739308;0,0000492;10.1621/RMOspi4wWY.1
3514370;Thyroid hormone receptors;ALL;ALL;House Mouse;Fnbp1l;92;0,285714286;1,145351458;0,0000492;10.1621/RMOspi4wWY.1
3513373;Thyroid hormone receptors;ALL;ALL;House Mouse;Eda2r;92;0,285714286;1,257582689;0,0000492;10.1621/RMOspi4wWY.1
3516768;Thyroid hormone receptors;ALL;ALL;House Mouse;Klkb1;92;0,285714286;1,294083364;0,0000492;10.1621/RMOspi4wWY.1
3510367;Thyroid hormone receptors;ALL;ALL;House Mouse;Atxn2l;92;0,285714286;1,126348624;0,0000492;10.1621/RMOspi4wWY.1
3523137;Thyroid hormone receptors;ALL;ALL;House Mouse;Ssh2;92;0,285714286;1,145059595;0,0000492;10.1621/RMOspi4wWY.1
3517364;Thyroid hormone receptors;ALL;ALL;House Mouse;Ly6e;92;0,285714286;1,208147281;0,0000492;10.1621/RMOspi4wWY.1
3523095;Thyroid hormone receptors;ALL;ALL;House Mouse;Srp72;92;0,285714286;1,136259236;0,0000492;10.1621/RMOspi4wWY.1
3513186;Thyroid hormone receptors;ALL;ALL;House Mouse;Dpy19l1;92;0,285714286;1,123600656;0,0000492;10.1621/RMOspi4wWY.1
3516268;Thyroid hormone receptors;ALL;ALL;House Mouse;Ip6k2;92;0,285714286;1,157790636;0,0000492;10.1621/RMOspi4wWY.1
3514111;Thyroid hormone receptors;ALL;ALL;House Mouse;Fat1;92;0,285714286;1,127485785;0,0000492;10.1621/RMOspi4wWY.1
3517844;Thyroid hormone receptors;ALL;ALL;House Mouse;Mgrn1;92;0,285714286;1,100866164;0,0000492;10.1621/RMOspi4wWY.1
3509248;Thyroid hormone receptors;ALL;ALL;House Mouse;Accs;92;0,285714286;1,187644805;0,0000492;10.1621/RMOspi4wWY.1
3508139;Thyroid hormone receptors;ALL;ALL;House Mouse;Marc2;92;0,285714286;1,146502854;0,0000492;10.1621/RMOspi4wWY.1
3513986;Thyroid hormone receptors;ALL;ALL;House Mouse;Fam20a;92;0,285714286;1,153945779;0,0000492;10.1621/RMOspi4wWY.1
3510035;Thyroid hormone receptors;ALL;ALL;House Mouse;Arhgap44;92;0,285714286;1,173154109;0,0000492;10.1621/RMOspi4wWY.1
3512903;Thyroid hormone receptors;ALL;ALL;House Mouse;Det1;92;0,285714286;1,113018496;0,0000492;10.1621/RMOspi4wWY.1
3509969;Thyroid hormone receptors;ALL;ALL;House Mouse;Aqp11;92;0,285714286;1,195203635;0,0000492;10.1621/RMOspi4wWY.1
3514934;Thyroid hormone receptors;ALL;ALL;House Mouse;Gm16386;92;0,5;1,347268118;0,0000637;10.1621/RMOspi4wWY.1
3526107;Thyroid hormone receptors;ALL;ALL;House Mouse;3010003L21Rik;92;0,5;1,184676953;0,0000637;10.1621/RMOspi4wWY.1
3514817;Thyroid hormone receptors;ALL;ALL;House Mouse;Glipr1;92;0,275862069;1,220870439;0,0000649;10.1621/RMOspi4wWY.1
3521903;Thyroid hormone receptors;ALL;ALL;House Mouse;Sec14l4;92;0,275862069;1,230906925;0,0000649;10.1621/RMOspi4wWY.1
3521940;Thyroid hormone receptors;ALL;ALL;House Mouse;Selenos;92;0,275862069;1,171685621;0,0000649;10.1621/RMOspi4wWY.1
3519483;Thyroid hormone receptors;ALL;ALL;House Mouse;Pbld1;92;0,275862069;1,399877501;0,0000649;10.1621/RMOspi4wWY.1
3515811;Thyroid hormone receptors;ALL;ALL;House Mouse;Hpd;92;0,275862069;1,310213369;0,0000649;10.1621/RMOspi4wWY.1
3515523;Thyroid hormone receptors;ALL;ALL;House Mouse;Hao1;92;0,275862069;1,344968493;0,0000649;10.1621/RMOspi4wWY.1
3522778;Thyroid hormone receptors;ALL;ALL;House Mouse;Snhg5;92;0,275862069;1,14432117;0,0000649;10.1621/RMOspi4wWY.1
3518072;Thyroid hormone receptors;ALL;ALL;House Mouse;Mrm3;92;0,275862069;1,152377776;0,0000649;10.1621/RMOspi4wWY.1
3517821;Thyroid hormone receptors;ALL;ALL;House Mouse;Mfsd7b;92;0,275862069;1,210790287;0,0000649;10.1621/RMOspi4wWY.1
3515896;Thyroid hormone receptors;ALL;ALL;House Mouse;Hspb1;92;0,275862069;1,27570722;0,0000649;10.1621/RMOspi4wWY.1
3509165;Thyroid hormone receptors;ALL;ALL;House Mouse;Abcc2;92;0,275862069;1,260948583;0,0000649;10.1621/RMOspi4wWY.1
3520234;Thyroid hormone receptors;ALL;ALL;House Mouse;Pou2f2;92;0,275862069;1,183540743;0,0000649;10.1621/RMOspi4wWY.1
3519677;Thyroid hormone receptors;ALL;ALL;House Mouse;Peak1;92;0,275862069;1,114380507;0,0000649;10.1621/RMOspi4wWY.1
3516526;Thyroid hormone receptors;ALL;ALL;House Mouse;Kcnj10;92;0,275862069;1,134106079;0,0000649;10.1621/RMOspi4wWY.1
3523418;Thyroid hormone receptors;ALL;ALL;House Mouse;Syne4;92;0,275862069;1,302887813;0,0000649;10.1621/RMOspi4wWY.1
3519297;Thyroid hormone receptors;ALL;ALL;House Mouse;Otc;92;0,275862069;1,334673202;0,0000649;10.1621/RMOspi4wWY.1
3519264;Thyroid hormone receptors;ALL;ALL;House Mouse;Orm1;92;0,275862069;1,230689369;0,0000649;10.1621/RMOspi4wWY.1
3511603;Thyroid hormone receptors;ALL;ALL;House Mouse;Cenpx;92;0,275862069;1,137403047;0,0000649;10.1621/RMOspi4wWY.1
3514439;Thyroid hormone receptors;ALL;ALL;House Mouse;Fpr1;92;0,275862069;1,147971241;0,0000649;10.1621/RMOspi4wWY.1
3509680;Thyroid hormone receptors;ALL;ALL;House Mouse;Aldob;92;0,275862069;1,279427799;0,0000649;10.1621/RMOspi4wWY.1
3517876;Thyroid hormone receptors;ALL;ALL;House Mouse;Miga2;92;0,275862069;1,142515478;0,0000649;10.1621/RMOspi4wWY.1
3514352;Thyroid hormone receptors;ALL;ALL;House Mouse;Fmc1;92;0,275862069;1,148623567;0,0000649;10.1621/RMOspi4wWY.1
3510523;Thyroid hormone receptors;ALL;ALL;House Mouse;Bbox1;92;0,275862069;1,237702686;0,0000649;10.1621/RMOspi4wWY.1
3509638;Thyroid hormone receptors;ALL;ALL;House Mouse;Akr1c18;92;0,275862069;1,600582505;0,0000649;10.1621/RMOspi4wWY.1
3512223;Thyroid hormone receptors;ALL;ALL;House Mouse;Cpn2;92;0,275862069;1,235752768;0,0000649;10.1621/RMOspi4wWY.1
3522400;Thyroid hormone receptors;ALL;ALL;House Mouse;Slc26a4;92;0,275862069;1,152709345;0,0000649;10.1621/RMOspi4wWY.1
3510191;Thyroid hormone receptors;ALL;ALL;House Mouse;Asgr1;92;0,275862069;1,197444525;0,0000649;10.1621/RMOspi4wWY.1
3519922;Thyroid hormone receptors;ALL;ALL;House Mouse;Piwil2;92;0,275862069;1,216192995;0,0000649;10.1621/RMOspi4wWY.1
3514539;Thyroid hormone receptors;ALL;ALL;House Mouse;G6pc;92;0,275862069;1,417968189;0,0000649;10.1621/RMOspi4wWY.1
3520791;Thyroid hormone receptors;ALL;ALL;House Mouse;Ptrhd1;92;0,275862069;1,102351616;0,0000649;10.1621/RMOspi4wWY.1
3508419;Thyroid hormone receptors;ALL;ALL;House Mouse;1810058I24Rik;92;0,275862069;1,153763761;0,0000649;10.1621/RMOspi4wWY.1
3523820;Thyroid hormone receptors;ALL;ALL;House Mouse;Themis2;92;0,275862069;1,220067756;0,0000649;10.1621/RMOspi4wWY.1
3523767;Thyroid hormone receptors;ALL;ALL;House Mouse;Tff2;92;0,275862069;1,737919557;0,0000649;10.1621/RMOspi4wWY.1
3522749;Thyroid hormone receptors;ALL;ALL;House Mouse;Snai2;92;0,275862069;1,272024124;0,0000649;10.1621/RMOspi4wWY.1
3511896;Thyroid hormone receptors;ALL;ALL;House Mouse;Cldn8;92;0,275862069;1,30871235;0,0000649;10.1621/RMOspi4wWY.1
3510907;Thyroid hormone receptors;ALL;ALL;House Mouse;C9;92;0,275862069;1,254310885;0,0000649;10.1621/RMOspi4wWY.1
3510904;Thyroid hormone receptors;ALL;ALL;House Mouse;C8a;92;0,275862069;1,371658041;0,0000649;10.1621/RMOspi4wWY.1
3509429;Thyroid hormone receptors;ALL;ALL;House Mouse;Adgra3;92;0,275862069;1,166762969;0,0000649;10.1621/RMOspi4wWY.1
3517606;Thyroid hormone receptors;ALL;ALL;House Mouse;Mbl2;92;0,275862069;1,378774638;0,0000649;10.1621/RMOspi4wWY.1
3518290;Thyroid hormone receptors;ALL;ALL;House Mouse;Mup3;92;0,275862069;1,165986463;0,0000649;10.1621/RMOspi4wWY.1
3521636;Thyroid hormone receptors;ALL;ALL;House Mouse;Rsph4a;92;0,318181818;1,293617578;0,0000684;10.1621/RMOspi4wWY.1
3527915;Thyroid hormone receptors;ALL;ALL;House Mouse;Rps12;92;0,318181818;1,182039961;0,0000684;10.1621/RMOspi4wWY.1
3526168;Thyroid hormone receptors;ALL;ALL;House Mouse;A1bg;92;0,318181818;1,749522897;0,0000684;10.1621/RMOspi4wWY.1
3526709;Thyroid hormone receptors;ALL;ALL;House Mouse;Hist2h4;92;0,318181818;1,225903129;0,0000684;10.1621/RMOspi4wWY.1
3526706;Thyroid hormone receptors;ALL;ALL;House Mouse;Hist1h4i;92;0,318181818;1,203578592;0,0000684;10.1621/RMOspi4wWY.1
3522004;Thyroid hormone receptors;ALL;ALL;House Mouse;Serpina4-ps1;92;0,318181818;1,873649271;0,0000684;10.1621/RMOspi4wWY.1
3516721;Thyroid hormone receptors;ALL;ALL;House Mouse;Klhl17;92;0,318181818;1,14145099;0,0000684;10.1621/RMOspi4wWY.1
3518591;Thyroid hormone receptors;ALL;ALL;House Mouse;Ndufb4;92;0,318181818;1,163777036;0,0000684;10.1621/RMOspi4wWY.1
3522713;Thyroid hormone receptors;ALL;ALL;House Mouse;Smim4;92;0,318181818;1,172641379;0,0000684;10.1621/RMOspi4wWY.1
3513089;Thyroid hormone receptors;ALL;ALL;House Mouse;Dnajc22;92;0,375;1,257156893;0,0000809;10.1621/RMOspi4wWY.1
3528470;Thyroid hormone receptors;ALL;ALL;House Mouse;Gm4832;92;0,375;1,212473547;0,0000809;10.1621/RMOspi4wWY.1
3529170;Thyroid hormone receptors;ALL;ALL;House Mouse;Hist1h4k;92;0,375;1,225520476;0,0000809;10.1621/RMOspi4wWY.1
3528304;Thyroid hormone receptors;ALL;ALL;House Mouse;Amt;92;0,375;1,276454533;0,0000809;10.1621/RMOspi4wWY.1
3529163;Thyroid hormone receptors;ALL;ALL;House Mouse;Hist1h2ah;92;0,375;1,371849943;0,0000809;10.1621/RMOspi4wWY.1
3529137;Thyroid hormone receptors;ALL;ALL;House Mouse;Gm5801;92;0,375;1,205711724;0,0000809;10.1621/RMOspi4wWY.1
3529062;Thyroid hormone receptors;ALL;ALL;House Mouse;Ccpg1os;92;0,375;1,414493529;0,0000809;10.1621/RMOspi4wWY.1
3528480;Thyroid hormone receptors;ALL;ALL;House Mouse;Gm5150;92;0,375;1,177714968;0,0000809;10.1621/RMOspi4wWY.1
3508488;Thyroid hormone receptors;ALL;ALL;House Mouse;2410006H16Rik;92;0,375;1,252516535;0,0000809;10.1621/RMOspi4wWY.1
3514768;Thyroid hormone receptors;ALL;ALL;House Mouse;Gins1;91;0,266666667;1,224701623;0,0000846;10.1621/RMOspi4wWY.1
3516112;Thyroid hormone receptors;ALL;ALL;House Mouse;Il10ra;91;0,266666667;1,202319019;0,0000846;10.1621/RMOspi4wWY.1
3525095;Thyroid hormone receptors;ALL;ALL;House Mouse;Vash2;91;0,266666667;1,160255348;0,0000846;10.1621/RMOspi4wWY.1
3525522;Thyroid hormone receptors;ALL;ALL;House Mouse;Zbtb25;91;0,266666667;1,119029357;0,0000846;10.1621/RMOspi4wWY.1
3517010;Thyroid hormone receptors;ALL;ALL;House Mouse;Lcn2;91;0,266666667;1,935875516;0,0000846;10.1621/RMOspi4wWY.1
3518048;Thyroid hormone receptors;ALL;ALL;House Mouse;Mpzl2;91;0,266666667;1,173836377;0,0000846;10.1621/RMOspi4wWY.1
3518952;Thyroid hormone receptors;ALL;ALL;House Mouse;Nrep;91;0,266666667;1,376142462;0,0000846;10.1621/RMOspi4wWY.1
3520033;Thyroid hormone receptors;ALL;ALL;House Mouse;Plekhg6;91;0,266666667;1,216822161;0,0000846;10.1621/RMOspi4wWY.1
3525463;Thyroid hormone receptors;ALL;ALL;House Mouse;Ybx3;91;0,266666667;1,134866028;0,0000846;10.1621/RMOspi4wWY.1
3526071;Thyroid hormone receptors;ALL;ALL;House Mouse;Zwint;91;0,266666667;1,140923289;0,0000846;10.1621/RMOspi4wWY.1
3526065;Thyroid hormone receptors;ALL;ALL;House Mouse;Zswim6;91;0,266666667;1,13368762;0,0000846;10.1621/RMOspi4wWY.1
3509978;Thyroid hormone receptors;ALL;ALL;House Mouse;Aqp9;91;0,266666667;1,236908792;0,0000846;10.1621/RMOspi4wWY.1
3522803;Thyroid hormone receptors;ALL;ALL;House Mouse;Snrpg;91;0,266666667;1,141440366;0,0000846;10.1621/RMOspi4wWY.1
3523198;Thyroid hormone receptors;ALL;ALL;House Mouse;Stap2;91;0,266666667;1,13051075;0,0000846;10.1621/RMOspi4wWY.1
3517340;Thyroid hormone receptors;ALL;ALL;House Mouse;Ltb4r1;91;0,266666667;1,220564615;0,0000846;10.1621/RMOspi4wWY.1
3516950;Thyroid hormone receptors;ALL;ALL;House Mouse;Lamtor1;91;0,266666667;1,165268951;0,0000846;10.1621/RMOspi4wWY.1
3516931;Thyroid hormone receptors;ALL;ALL;House Mouse;Lad1;91;0,266666667;1,194404969;0,0000846;10.1621/RMOspi4wWY.1
3511686;Thyroid hormone receptors;ALL;ALL;House Mouse;Cfb;91;0,266666667;1,215176638;0,0000846;10.1621/RMOspi4wWY.1
3514099;Thyroid hormone receptors;ALL;ALL;House Mouse;Farp2;91;0,266666667;1,225122945;0,0000846;10.1621/RMOspi4wWY.1
3511479;Thyroid hormone receptors;ALL;ALL;House Mouse;Cdh5;91;0,266666667;1,182607;0,0000846;10.1621/RMOspi4wWY.1
3509655;Thyroid hormone receptors;ALL;ALL;House Mouse;Alb;91;0,266666667;1,26670663;0,0000846;10.1621/RMOspi4wWY.1
3509625;Thyroid hormone receptors;ALL;ALL;House Mouse;Akip1;91;0,266666667;1,14615469;0,0000846;10.1621/RMOspi4wWY.1
3524595;Thyroid hormone receptors;ALL;ALL;House Mouse;Tshz2;91;0,266666667;1,138962804;0,0000846;10.1621/RMOspi4wWY.1
3515162;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpat4;91;0,266666667;1,164357543;0,0000846;10.1621/RMOspi4wWY.1
3520067;Thyroid hormone receptors;ALL;ALL;House Mouse;Plpp3;91;0,266666667;1,17051412;0,0000846;10.1621/RMOspi4wWY.1
3510889;Thyroid hormone receptors;ALL;ALL;House Mouse;C6;91;0,266666667;1,308843711;0,0000846;10.1621/RMOspi4wWY.1
3517453;Thyroid hormone receptors;ALL;ALL;House Mouse;Magix;91;0,266666667;1,22214942;0,0000846;10.1621/RMOspi4wWY.1
3523760;Thyroid hormone receptors;ALL;ALL;House Mouse;Tfcp2l1;91;0,266666667;1,221156614;0,0000846;10.1621/RMOspi4wWY.1
3512764;Thyroid hormone receptors;ALL;ALL;House Mouse;Dct;91;0,266666667;1,393420748;0,0000846;10.1621/RMOspi4wWY.1
3509933;Thyroid hormone receptors;ALL;ALL;House Mouse;Apoa1bp;91;0,266666667;1,147787741;0,0000846;10.1621/RMOspi4wWY.1
3518619;Thyroid hormone receptors;ALL;ALL;House Mouse;Nectin2;91;0,266666667;1,168020863;0,0000846;10.1621/RMOspi4wWY.1
3516372;Thyroid hormone receptors;ALL;ALL;House Mouse;Itgb2;91;0,266666667;1,22285526;0,0000846;10.1621/RMOspi4wWY.1
3522011;Thyroid hormone receptors;ALL;ALL;House Mouse;Serpinb1a;91;0,266666667;1,377522556;0,0000846;10.1621/RMOspi4wWY.1
3522716;Thyroid hormone receptors;ALL;ALL;House Mouse;Smim7;91;0,266666667;1,110486087;0,0000846;10.1621/RMOspi4wWY.1
3514674;Thyroid hormone receptors;ALL;ALL;House Mouse;Gckr;91;0,266666667;1,246680742;0,0000846;10.1621/RMOspi4wWY.1
3509873;Thyroid hormone receptors;ALL;ALL;House Mouse;Aox1;91;0,266666667;1,238172631;0,0000846;10.1621/RMOspi4wWY.1
3509859;Thyroid hormone receptors;ALL;ALL;House Mouse;Anxa1;91;0,266666667;1,298937668;0,0000846;10.1621/RMOspi4wWY.1
3515655;Thyroid hormone receptors;ALL;ALL;House Mouse;Hhex;91;0,266666667;1,303807108;0,0000846;10.1621/RMOspi4wWY.1
3514632;Thyroid hormone receptors;ALL;ALL;House Mouse;Gas7;91;0,266666667;1,232027186;0,0000846;10.1621/RMOspi4wWY.1
3511690;Thyroid hormone receptors;ALL;ALL;House Mouse;Cfh;91;0,266666667;1,208585829;0,0000846;10.1621/RMOspi4wWY.1
3515515;Thyroid hormone receptors;ALL;ALL;House Mouse;Hadhb;91;0,266666667;1,163690579;0,0000846;10.1621/RMOspi4wWY.1
3515484;Thyroid hormone receptors;ALL;ALL;House Mouse;H2-DMa;91;0,266666667;1,192280946;0,0000846;10.1621/RMOspi4wWY.1
3513561;Thyroid hormone receptors;ALL;ALL;House Mouse;Emc3;91;0,266666667;1,116268576;0,0000846;10.1621/RMOspi4wWY.1
3513547;Thyroid hormone receptors;ALL;ALL;House Mouse;Elovl3;91;0,266666667;1,437178237;0,0000846;10.1621/RMOspi4wWY.1
3511601;Thyroid hormone receptors;ALL;ALL;House Mouse;Cenpv;91;0,266666667;1,136083471;0,0000846;10.1621/RMOspi4wWY.1
3520052;Thyroid hormone receptors;ALL;ALL;House Mouse;Plin5;91;0,266666667;1,195016333;0,0000846;10.1621/RMOspi4wWY.1
3517373;Thyroid hormone receptors;ALL;ALL;House Mouse;Ly86;91;0,266666667;1,302815871;0,0000846;10.1621/RMOspi4wWY.1
3517372;Thyroid hormone receptors;ALL;ALL;House Mouse;Ly75;91;0,266666667;1,152351844;0,0000846;10.1621/RMOspi4wWY.1
3518196;Thyroid hormone receptors;ALL;ALL;House Mouse;Msr1;91;0,266666667;1,197199093;0,0000846;10.1621/RMOspi4wWY.1
3523924;Thyroid hormone receptors;ALL;ALL;House Mouse;Tlr7;91;0,266666667;1,224477114;0,0000846;10.1621/RMOspi4wWY.1
3515433;Thyroid hormone receptors;ALL;ALL;House Mouse;Gucd1;91;0,266666667;1,126532184;0,0000846;10.1621/RMOspi4wWY.1
3516314;Thyroid hormone receptors;ALL;ALL;House Mouse;Irf5;91;0,266666667;1,189824593;0,0000846;10.1621/RMOspi4wWY.1
3518172;Thyroid hormone receptors;ALL;ALL;House Mouse;Ms4a6d;91;0,266666667;1,270479036;0,0000846;10.1621/RMOspi4wWY.1
3518169;Thyroid hormone receptors;ALL;ALL;House Mouse;Ms4a4d;91;0,266666667;1,162273405;0,0000846;10.1621/RMOspi4wWY.1
3515383;Thyroid hormone receptors;ALL;ALL;House Mouse;Gstm7;91;0,266666667;1,336728853;0,0000846;10.1621/RMOspi4wWY.1
3514319;Thyroid hormone receptors;ALL;ALL;House Mouse;Fkbp11;91;0,266666667;1,205159872;0,0000846;10.1621/RMOspi4wWY.1
3511407;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd79b;91;0,266666667;1,259271662;0,0000846;10.1621/RMOspi4wWY.1
3511397;Thyroid hormone receptors;ALL;ALL;House Mouse;Cd59a;91;0,266666667;1,177249658;0,0000846;10.1621/RMOspi4wWY.1
3510557;Thyroid hormone receptors;ALL;ALL;House Mouse;BC026585;91;0,266666667;1,20218074;0,0000846;10.1621/RMOspi4wWY.1
3510494;Thyroid hormone receptors;ALL;ALL;House Mouse;Baiap2l1;91;0,266666667;1,20486893;0,0000846;10.1621/RMOspi4wWY.1
3514304;Thyroid hormone receptors;ALL;ALL;House Mouse;Ficd;91;0,266666667;1,168482899;0,0000846;10.1621/RMOspi4wWY.1
3518385;Thyroid hormone receptors;ALL;ALL;House Mouse;Myo7a;91;0,266666667;1,16822068;0,0000846;10.1621/RMOspi4wWY.1
3520317;Thyroid hormone receptors;ALL;ALL;House Mouse;Ppp1r18;91;0,266666667;1,2396236;0,0000846;10.1621/RMOspi4wWY.1
3520844;Thyroid hormone receptors;ALL;ALL;House Mouse;Qprt;91;0,266666667;1,233460147;0,0000846;10.1621/RMOspi4wWY.1
3515274;Thyroid hormone receptors;ALL;ALL;House Mouse;Gpt;91;0,266666667;1,204516118;0,0000846;10.1621/RMOspi4wWY.1
3512268;Thyroid hormone receptors;ALL;ALL;House Mouse;Creb3l3;91;0,266666667;1,195462534;0,0000846;10.1621/RMOspi4wWY.1
3511261;Thyroid hormone receptors;ALL;ALL;House Mouse;Ccl24;91;0,266666667;1,289023065;0,0000846;10.1621/RMOspi4wWY.1
3518377;Thyroid hormone receptors;ALL;ALL;House Mouse;Myo1f;91;0,266666667;1,194398098;0,0000846;10.1621/RMOspi4wWY.1
3517347;Thyroid hormone receptors;ALL;ALL;House Mouse;Ltc4s;91;0,266666667;1,232253999;0,0000846;10.1621/RMOspi4wWY.1
3521352;Thyroid hormone receptors;ALL;ALL;House Mouse;Ripply3;91;0,266666667;1,155175918;0,0000846;10.1621/RMOspi4wWY.1
3513197;Thyroid hormone receptors;ALL;ALL;House Mouse;Dqx1;91;0,266666667;1,206193405;0,0000846;10.1621/RMOspi4wWY.1
3516278;Thyroid hormone receptors;ALL;ALL;House Mouse;Ipo9;91;0,266666667;1,106547431;0,0000846;10.1621/RMOspi4wWY.1
